캠페인 이름,광고 세트 이름,광고 이름,연령,성,일,결과,도달수,노출,결과당 비용,지출 금액 (KRW),빈도,고유 링크 클릭,링크 클릭,랜딩 페이지 조회,랜딩 페이지 조회당 비용,CPC(링크 클릭당 비용),"CPM(1,000회 노출당 비용)",CTR(전체),페이지 참여,페이지 좋아요,게시물 댓글,게시물 참여,게시물 공감,게시물 저장,게시물 공유,사진 조회,고유 아웃바운드 클릭,보고 시작,보고 종료,광고 세트,광고 위치
7 (전체),7 (페이스북),7 - 2(페이스북 상세),25-34,male,2021-03-28,1.0,16,17,91.0,91.0,1.0625,1.0,1.0,1.0,91.0,91.0,5352.94117647,5.88235294,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),45-54,male,2021-03-28,,3,3,,11.0,1.0,,,,,,3666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (페이스북),7 - 1(페이스북 상세),45-54,female,2021-03-28,1.0,62,64,276.0,276.0,1.0322580645161,1.0,1.0,1.0,276.0,276.0,4312.5,1.5625,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 1(페이스북 상세),45-54,male,2021-03-28,1.0,63,66,183.0,183.0,1.047619047619,1.0,1.0,1.0,183.0,183.0,2772.72727273,3.03030303,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 1(페이스북 상세),25-34,female,2021-03-28,3.0,77,80,148.33333333333,445.0,1.038961038961,3.0,3.0,3.0,148.33333333,148.33333333,5562.5,5.0,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 1(페이스북 상세),35-44,female,2021-03-28,2.0,108,111,315.0,630.0,1.0277777777778,2.0,2.0,2.0,315.0,315.0,5675.67567568,1.8018018,2.0,,,2.0,,,,,2.0,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,5.0,1.0,,,,,,5000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),35-44,unknown,2021-03-28,,2,2,,12.0,1.0,,,,,,6000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),25-34,male,2021-03-28,,15,15,,96.0,1.0,,,,,,6400.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (페이스북),7 - 1(페이스북 상세),25-34,male,2021-03-28,,30,32,,110.0,1.0666666666667,,,,,,3437.5,6.25,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),45-54,female,2021-03-28,,31,31,,308.0,1.0,,,,,,9935.48387097,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),35-44,male,2021-03-28,1.0,45,45,377.0,377.0,1.0,1.0,1.0,1.0,377.0,377.0,8377.77777778,2.22222222,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),25-34,female,2021-03-28,7.0,201,201,231.28571428571,1619.0,1.0,7.0,7.0,6.0,269.83333333,231.28571429,8054.72636816,3.48258706,8.0,,,8.0,,1.0,,,7.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 1(인스타피드 상세),35-44,female,2021-03-28,9.0,202,202,205.44444444444,1849.0,1.0,9.0,9.0,8.0,231.125,205.44444444,9153.46534653,4.45544554,11.0,,,11.0,1.0,1.0,,,9.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (페이스북),7 - 2(페이스북 상세),45-54,female,2021-03-28,,16,17,,66.0,1.0625,,,,,,3882.35294118,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 2(페이스북 상세),25-34,female,2021-03-28,,33,34,,174.0,1.030303030303,,,,,,5117.64705882,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 2(페이스북 상세),35-44,male,2021-03-28,,45,49,,123.0,1.0888888888889,,,,,,2510.20408163,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 1(페이스북 상세),35-44,male,2021-03-28,,123,127,,518.0,1.0325203252033,,,,,,4078.74015748,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
7 (전체),7 (페이스북),7 - 1(페이스북 상세),25-34,unknown,2021-03-28,,1,1,,3.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,페이스북
8 - 여자 (전체),8 (페이스북),8 - 1(페이스북 상세),35-44,female,2021-03-28,,1,1,,5.0,1.0,,,,,,5000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,페이스북
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,5.0,1.0,,,,,,5000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
8 - 여자 (전체),8 (페이스북),8 - 1(페이스북 상세),25-34,female,2021-03-28,3.0,22,25,42.333333333333,127.0,1.1363636363636,3.0,3.0,2.0,63.5,42.33333333,5080.0,32.0,5.0,,1.0,5.0,1.0,,,,3.0,2021-03-28,2021-03-28,8,페이스북
8 - 여자 (전체),8 (인스타스토리),8 - 1(인스타스토리 상세),25-34,female,2021-03-28,,28,29,,136.0,1.0357142857143,,,,,,4689.65517241,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,인스타스토리
8 - 여자 (전체),8 (인스타피드),8 - 1(인스타피드 상세),Unknown,unknown,2021-03-28,,2,2,,5.0,1.0,,,,,,2500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,인스타피드
8 - 여자 (전체),8 (인스타피드),8 - 1(인스타피드 상세),35-44,female,2021-03-28,3.0,45,45,142.33333333333,427.0,1.0,3.0,3.0,3.0,142.33333333,142.33333333,9488.88888889,6.66666667,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,8,인스타피드
8 - 여자 (전체),8 (인스타피드),8 - 1(인스타피드 상세),25-34,female,2021-03-28,29.0,896,899,251.51724137931,7294.0,1.0033482142857,28.0,29.0,24.0,303.91666667,251.51724138,8113.45939933,3.55951057,35.0,,,35.0,4.0,1.0,1.0,,28.0,2021-03-28,2021-03-28,8,인스타피드
7 (전체),7 (인스타스토리),7 - 1(인스타스토리 상세),35-44,female,2021-03-28,,1,1,,10.0,1.0,,,,,,10000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),25-34,unknown,2021-03-28,,3,3,,13.0,1.0,,,,,,4333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),25-34,female,2021-03-28,20.0,503,505,236.4,4728.0,1.0039761431412,20.0,20.0,17.0,278.11764706,236.4,9362.37623762,4.15841584,22.0,,,22.0,1.0,1.0,,,20.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),Unknown,unknown,2021-03-28,,3,3,,29.0,1.0,,,,,,9666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),35-44,unknown,2021-03-28,,4,4,,30.0,1.0,,,,,,7500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),45-54,male,2021-03-28,,18,18,,64.0,1.0,,,,,,3555.55555556,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),25-34,male,2021-03-28,2.0,106,106,359.5,719.0,1.0,2.0,2.0,2.0,359.5,359.5,6783.01886792,1.88679245,2.0,,,2.0,,,,,2.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),45-54,female,2021-03-28,1.0,35,35,196.0,196.0,1.0,1.0,1.0,1.0,196.0,196.0,5600.0,2.85714286,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),35-44,male,2021-03-28,1.0,67,68,440.0,440.0,1.0149253731343,1.0,1.0,1.0,440.0,440.0,6470.58823529,1.47058824,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,인스타피드
7 (전체),7 (인스타피드),7 - 2(인스타피드 상세),35-44,female,2021-03-28,9.0,259,259,258.88888888889,2330.0,1.0,9.0,9.0,9.0,258.88888889,258.88888889,8996.13899614,3.86100386,9.0,,,9.0,,,,,9.0,2021-03-28,2021-03-28,7,인스타피드
2 (전체),2 (인스타피드),2 - 1(인스타피드 상세),18-24,male,2021-03-28,,83,84,,326.0,1.0120481927711,,,,,,3880.95238095,0.0,1.0,,,1.0,1.0,,,,,2021-03-28,2021-03-28,2,인스타피드
10 (전체),10 (인스타피드),10 - 1(인스타피드 상세),18-24,unknown,2021-03-28,,1,1,,2.0,1.0,,,,,,2000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타피드
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),13-17,female,2021-03-28,40.0,2183,2213,173.475,6939.0,1.0137425561154,40.0,40.0,35.0,198.25714286,173.475,3135.56258473,2.0786263,52.0,,,52.0,9.0,3.0,,,40.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 1(인스타스토리 상세),18-24,female,2021-03-28,,4,4,,12.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 1(인스타스토리 상세),13-17,female,2021-03-28,,15,15,,25.0,1.0,,,,,,1666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (페이스북),1 - 1(페이스북 상세),13-17,female,2021-03-28,4.0,331,356,320.39700526103,1281.5880210441,1.0755287009063,4.0,4.0,3.0,427.19600701,320.39700526,3599.96635125,1.12359551,4.0,,,4.0,,,,,4.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (인스타스토리),1 - 3(인스타스토리 상세),18-24,male,2021-03-28,,3,3,,10.0,1.0,,,,,,3333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 3(인스타스토리 상세),13-17,unknown,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 2(인스타스토리 상세),13-17,unknown,2021-03-28,,4,4,,4.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 2(인스타스토리 상세),18-24,male,2021-03-28,,7,7,,23.0,1.0,,,,,,3285.71428571,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 2(인스타스토리 상세),13-17,male,2021-03-28,,71,71,,103.0,1.0,,,,,,1450.70422535,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),13-17,female,2021-03-28,2.0,178,178,254.5,509.0,1.0,2.0,2.0,2.0,254.5,254.5,2859.5505618,2.24719101,3.0,,,3.0,1.0,,,,2.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),18-24,female,2021-03-28,1.0,88,89,374.0,374.0,1.0113636363636,1.0,1.0,,,374.0,4202.24719101,1.12359551,2.0,,,2.0,1.0,,,,1.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 1(인스타스토리 상세),13-17,male,2021-03-28,,8,8,,11.0,1.0,,,,,,1375.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),13-17,male,2021-03-28,1.0,30,30,99.0,99.0,1.0,1.0,1.0,1.0,99.0,99.0,3300.0,3.33333333,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 1(인스타스토리 상세),18-24,male,2021-03-28,,1,1,,2.0,1.0,,,,,,2000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 3(인스타스토리 상세),13-17,female,2021-03-28,6.0,511,524,250.33333333333,1502.0,1.0254403131115,6.0,6.0,3.0,500.66666667,250.33333333,2866.41221374,1.14503817,6.0,,,6.0,,,,,6.0,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),18-24,male,2021-03-28,,3,3,,18.0,1.0,,,,,,6000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),13-17,unknown,2021-03-28,,3,3,,2.0,1.0,,,,,,666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 3(인스타피드 상세),18-24,unknown,2021-03-28,,2,2,,3.0,1.0,,,,,,1500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 2(인스타스토리 상세),13-17,female,2021-03-28,18.0,1415,1452,167.33333333333,3012.0,1.026148409894,16.0,18.0,18.0,167.33333333,167.33333333,2074.38016529,1.51515152,18.0,,,18.0,,,,,16.0,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 2(인스타스토리 상세),18-24,female,2021-03-28,3.0,163,164,172.66666666667,518.0,1.0061349693252,3.0,3.0,3.0,172.66666667,172.66666667,3158.53658537,1.82926829,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (페이스북),1 - 2(페이스북 상세),18-24,male,2021-03-28,,13,14,,30.027713625866,1.0769230769231,,,,,,2144.83668756,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),18-24,female,2021-03-28,3.0,20,21,27.024942263279,81.074826789838,1.05,2.0,3.0,1.0,81.07482679,27.02494226,3860.70603761,14.28571429,3.0,,,3.0,,,,,2.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),13-17,male,2021-03-28,4.0,227,267,135.37494226328,541.49976905312,1.1762114537445,3.0,4.0,2.0,270.74988453,135.37494226,2028.08902267,1.87265918,4.0,,,4.0,,,,,3.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),13-17,female,2021-03-28,15.0,419,473,100.95984603541,1514.3976905312,1.1288782816229,12.0,15.0,13.0,116.49213004,100.95984604,3201.68644933,4.22832981,16.0,,,16.0,,1.0,,,12.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),18-24,male,2021-03-28,,10,10,,17.0,1.0,,,,,,1700.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,male,2021-03-28,1.0,26,26,64.0,64.0,1.0,1.0,1.0,1.0,64.0,64.0,2461.53846154,3.84615385,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,female,2021-03-28,1.0,119,119,304.0,304.0,1.0,1.0,1.0,1.0,304.0,304.0,2554.62184874,0.84033613,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),18-24,female,2021-03-28,,64,64,,203.0,1.0,,,,,,3171.875,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타스토리),1 - 3(인스타스토리 상세),13-17,male,2021-03-28,,41,41,,93.0,1.0,,,,,,2268.29268293,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타스토리),1 - 3(인스타스토리 상세),18-24,female,2021-03-28,1.0,49,50,268.0,268.0,1.0204081632653,1.0,1.0,,,268.0,5360.0,2.0,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,인스타스토리
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),13-17,unknown,2021-03-28,,7,7,,23.0,1.0,,,,,,3285.71428571,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
2 (전체),2 (인스타스토리),2 - 1(인스타스토리 상세),18-24,female,2021-03-28,8.0,535,538,216.75,1734.0,1.0056074766355,8.0,8.0,8.0,216.75,216.75,3223.04832714,1.48698885,8.0,,,8.0,,,,,8.0,2021-03-28,2021-03-28,2,인스타스토리
1 (전체),1 (페이스북),1 - 3(페이스북 상세),18-24,female,2021-03-28,2.0,37,38,86.5,173.0,1.027027027027,2.0,2.0,2.0,86.5,86.5,4552.63157895,5.26315789,2.0,,,2.0,,,,,2.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 3(페이스북 상세),13-17,male,2021-03-28,1.0,55,65,174.0,174.0,1.1818181818182,1.0,1.0,1.0,174.0,174.0,2676.92307692,1.53846154,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 1(페이스북 상세),13-17,male,2021-03-28,3.0,216,231,190.71846755699,572.15540267098,1.0694444444444,3.0,3.0,1.0,572.15540267,190.71846756,2476.86321503,1.2987013,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 1(페이스북 상세),18-24,female,2021-03-28,,136,146,,487.9854309996,1.0735294117647,,,,,,3342.36596575,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 3(페이스북 상세),13-17,female,2021-03-28,3.0,230,248,277.66666666667,833.0,1.0782608695652,3.0,3.0,2.0,416.5,277.66666667,3358.87096774,2.01612903,4.0,,,4.0,1.0,,,,3.0,2021-03-28,2021-03-28,1,페이스북
2 (전체),2 (인스타스토리),2 - 1(인스타스토리 상세),18-24,male,2021-03-28,,41,42,,130.0,1.0243902439024,,,,,,3095.23809524,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타스토리
1 (전체),1 (페이스북),1 - 3(페이스북 상세),18-24,male,2021-03-28,,3,3,,12.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (페이스북),1 - 1(페이스북 상세),18-24,male,2021-03-28,,57,57,,134.27114528531,1.0,,,,,,2355.63412781,1.75438596,,,,,,,,,,2021-03-28,2021-03-28,1,페이스북
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),18-24,male,2021-03-28,1.0,62,62,222.0,222.0,1.0,1.0,1.0,1.0,222.0,222.0,3580.64516129,1.61290323,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),Unknown,unknown,2021-03-28,,2,2,,8.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),18-24,unknown,2021-03-28,,3,3,,12.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),13-17,male,2021-03-28,3.0,352,352,226.33333333333,679.0,1.0,3.0,3.0,3.0,226.33333333,226.33333333,1928.97727273,1.42045455,5.0,,,5.0,1.0,1.0,,,3.0,2021-03-28,2021-03-28,1,인스타피드
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),18-24,female,2021-03-28,6.0,369,370,233.66666666667,1402.0,1.0027100271003,6.0,6.0,6.0,233.66666667,233.66666667,3789.18918919,2.43243243,10.0,,,10.0,1.0,3.0,,,6.0,2021-03-28,2021-03-28,1,인스타피드
2 (전체),2 (인스타스토리),2 - 1(인스타스토리 상세),18-24,unknown,2021-03-28,,5,5,,23.0,1.0,,,,,,4600.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타스토리
1 (전체),1 (페이스북),1 - 3(페이스북 상세),18-24,male,2021-03-27,,16,17,,66.0,1.0625,,,,,,3882.35294118,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),45-54,female,2021-03-27,,1,1,,12.0,1.0,,,,,,12000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,unknown,2021-03-27,,2,2,,10.002281021898,1.0,,,,,,5001.14051095,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),45-54,male,2021-03-27,,1,1,,4.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),25-34,female,2021-03-27,1.0,4,4,30.0,30.0,1.0,1.0,1.0,1.0,30.0,30.0,7500.0,25.0,2.0,,,2.0,,1.0,,,1.0,2021-03-27,2021-03-27,6,페이스북
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),18-24,female,2021-03-27,4.0,127,128,97.5,390.0,1.007874015748,4.0,4.0,4.0,97.5,97.5,3046.875,3.90625,4.0,,,4.0,,,,,4.0,2021-03-27,2021-03-27,10,인스타스토리
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),18-24,male,2021-03-27,,7,7,,11.0,1.0,,,,,,1571.42857143,0.0,,,,,,,,,,2021-03-27,2021-03-27,10,인스타스토리
1 (전체),1 (페이스북),1 - 2(페이스북 상세),13-17,unknown,2021-03-27,,1,1,,3.0255183413078,1.0,,,,,,3025.51834131,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),18-24,female,2021-03-27,,28,30,,183.54811270601,1.0714285714286,,,,,,6118.27042353,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),18-24,male,2021-03-27,,28,30,,92.782562466773,1.0714285714286,,,,,,3092.75208223,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
1 (전체),1 (페이스북),1 - 2(페이스북 상세),13-17,male,2021-03-27,2.0,150,175,218.34157363105,436.68314726209,1.1666666666667,2.0,2.0,1.0,436.68314726,218.34157363,2495.33227007,2.28571429,2.0,,,2.0,,,,,2.0,2021-03-27,2021-03-27,1,페이스북
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),25-34,female,2021-03-27,,6,6,,12.0,1.0,,,,,,2000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,10,인스타스토리
1 (전체),1 (인스타피드),1 - 2(인스타피드 상세),18-24,unknown,2021-03-27,,1,1,,4.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),18-24,unknown,2021-03-27,,1,1,,0.0,1.0,,,,,,0.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,unknown,2021-03-27,,1,1,,4.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,인스타피드
6 (전체),6 (페이스북),6 - 2(페이스북 상세),35-44,male,2021-03-27,,1,1,,0.0,1.0,,,,,,0.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),25-34,female,2021-03-27,4.0,122,122,238.25,953.0,1.0,4.0,4.0,4.0,238.25,238.25,7811.47540984,3.27868852,4.0,,,4.0,,,,,4.0,2021-03-27,2021-03-27,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),45-54,unknown,2021-03-27,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),18-24,male,2021-03-27,,22,22,,57.0,1.0,,,,,,2590.90909091,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,인스타피드
1 (전체),1 (페이스북),1 - 3(페이스북 상세),18-24,female,2021-03-27,,80,85,,486.0,1.0625,,,,,,5717.64705882,2.35294118,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
1 (전체),1 (페이스북),1 - 3(페이스북 상세),13-17,male,2021-03-27,,148,180,,370.0,1.2162162162162,,,,,,2055.55555556,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,페이스북
1 (전체),1 (페이스북),1 - 3(페이스북 상세),13-17,female,2021-03-27,5.0,341,372,347.4,1737.0,1.0909090909091,5.0,5.0,3.0,579.0,347.4,4669.35483871,2.95698925,7.0,,,7.0,,,2.0,,5.0,2021-03-27,2021-03-27,1,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),45-54,male,2021-03-27,,1,1,,19.0,1.0,,,,,,19000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,female,2021-03-27,6.0,260,261,128.5,771.0,1.0038461538462,5.0,6.0,4.0,192.75,128.5,2954.02298851,2.29885057,8.0,,,8.0,,2.0,,,5.0,2021-03-27,2021-03-27,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),18-24,female,2021-03-27,4.0,184,184,175.25,701.0,1.0,4.0,4.0,4.0,175.25,175.25,3809.7826087,2.17391304,4.0,,,4.0,,,,,4.0,2021-03-27,2021-03-27,1,인스타피드
1 (전체),1 (인스타피드),1 - 1(인스타피드 상세),13-17,male,2021-03-27,,37,37,,51.0,1.0,,,,,,1378.37837838,0.0,,,,,,,,,,2021-03-27,2021-03-27,1,인스타피드
8 - 남자 (전체),8 (페이스북),8 - 2(페이스북 상세),35-44,male,2021-03-27,1.0,69,75,299.35845946351,299.35845946351,1.0869565217391,1.0,1.0,,,299.35845946,3991.44612618,1.33333333,1.0,,,1.0,,,,,1.0,2021-03-27,2021-03-27,8,페이스북
8 - 남자 (전체),8 (페이스북),8 - 2(페이스북 상세),25-34,male,2021-03-27,20.0,1442,1575,319.08207702682,6381.6415405365,1.0922330097087,18.0,20.0,12.0,531.80346171,319.08207703,4051.83589875,1.84126984,21.0,,,21.0,1.0,,,,18.0,2021-03-27,2021-03-27,8,페이스북
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),35-44,female,2021-03-27,,2,2,,3.0,1.0,,,,,,1500.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,인스타스토리
